id,foreignId,high,low,Volume,last,unixTimestamp,bid,ask,openBuys,openSells,prevDay
126,139,0.00344,0.00311,9905731.16553996,0.00331,1562720197,0.00321,0.00349,150,252,0.00312
127,71,1.00857,0.99916,330596.22679866,1.002,1562720197,1.002,1.00356,264,177,1.00499
128,221,214,200.69,823.45152144,206.191,1562720197,205.896,206.836,212,194,200.69
129,208,0.01661,0.0165,23534.38535536,0.01661,1562720197,0.01613,0.01799,32,75,0.0165
130,215,1.005,0.998,24062.07138084,0.998,1562720197,0.99801,1.00609,65,23,0.999
131,67,318.021,303.307,3906.09210761,312.317,1562720197,311.726,312.316,972,761,311.017
132,175,0.29453,0.287,11517.40493608,0.29225,1562720197,0.28874,0.29297,49,81,0.293
133,112,1.66699,1.472,9683.07223111,1.52799,1562720227,1.49992,1.53099,147,128,1.51
134,179,1.00098,0.996,28597.62417696,0.99701,1562720227,0.999,1.00097,47,37,1
135,238,0.01799,0.01533,237952.18729116,0.0167,1562720227,0.01651,0.01767,53,288,0.01734
136,1,12893.543,12113.347,1550.46258669,12852.047,1562720227,12852.047,12864.005,3872,1543,12269.77
137,2,124.238,118,4188.95659853,119.827,1562720227,119.492,119.719,482,866,122.654
138,178,0.035,0.03364,6261627.48229469,0.03445,1562720227,0.0344,0.03466,237,306,0.0342
139,226,1,0.99,1134.75805384,1,1562720227,0.99,0.99999,47,26,0.996
140,160,428,410.112,615.69033149,419.248,1562720227,418.185,419.519,188,227,416.443
141,106,106.965,98.552,552.39928588,99.594,1562720227,100.679,101.351,156,222,105.733
142,94,8.128,7.76701,7224.56746922,7.915,1562720227,7.86701,7.934,145,342,7.99953
143,38,0.01355,0.0124,1616082.48204574,0.01331,1562720227,0.01321,0.01347,136,430,0.01297
144,162,0.08079,0.07717,1857574.49292904,0.07777,1562720227,0.07789,0.07858,248,715,0.08006
145,140,0.302,0.29,147485.26697668,0.299,1562720227,0.29801,0.299,84,258,0.298
146,48,0.40662,0.39004,569086.68806395,0.39673,1562720227,0.39673,0.397,443,1558,0.4032
147,138,9.987,9.0612,3037.98378027,9.0612,1562720227,9.25301,9.393,93,205,9.537
148,139,0.00344,0.00311,9905731.16553996,0.00331,1562720227,0.00321,0.00349,150,252,0.00312
149,71,1.00857,0.99916,330596.22679866,1.002,1562720227,1.002,1.00356,264,177,1.00499
150,221,214,200.69,823.45152144,206.191,1562720227,204.835,206.836,214,196,200.69
151,208,0.01661,0.0165,23534.38535536,0.01661,1562720227,0.01613,0.01799,32,75,0.0165
152,215,1.005,0.998,24062.07138084,0.998,1562720227,0.99801,1.00609,66,23,0.999
153,67,318.021,303.307,3891.32010761,312.317,1562720227,311.727,312.261,974,759,311.075
154,175,0.29453,0.287,11517.40493608,0.29225,1562720227,0.2892,0.29282,49,81,0.293
155,112,1.66699,1.472,9683.07223111,1.52799,1562720257,1.49992,1.526,147,126,1.51
156,179,1.00098,0.996,28597.62417696,0.99701,1562720257,0.999,1.00097,46,37,1
157,238,0.01799,0.01533,237952.18729116,0.0167,1562720257,0.01651,0.01767,53,288,0.01734
158,1,12893.543,12113.347,1550.68599215,12852.048,1562720257,12852.048,12865.403,3882,1551,12269.77
159,2,124.238,118,4188.95659853,119.827,1562720257,119.491,119.649,483,866,122.654
160,178,0.035,0.03364,6261627.48229469,0.03445,1562720257,0.0344,0.03466,235,306,0.0342
161,226,1,0.99,1134.75805384,1,1562720257,0.99,0.99999,47,26,0.996
162,160,428,410.112,615.69033149,419.248,1562720257,417.55,418.997,181,227,416.443
163,106,106.965,98.552,552.39928588,99.594,1562720257,100.679,101.351,157,222,105.733
164,94,8.128,7.76701,7224.56746922,7.915,1562720257,7.86801,7.934,145,341,7.99953
165,38,0.01355,0.0124,1616082.48204574,0.01331,1562720257,0.01321,0.01347,136,430,0.01297
166,162,0.08079,0.07717,1857574.49292904,0.07777,1562720257,0.07787,0.07856,245,713,0.08006
167,140,0.302,0.29,147485.26697668,0.299,1562720257,0.29708,0.299,84,258,0.298
168,48,0.40662,0.39004,569086.68806395,0.39673,1562720257,0.39673,0.397,442,1559,0.4032
169,138,9.987,9.0612,3037.98378027,9.0612,1562720257,9.25601,9.395,90,204,9.537
170,139,0.00344,0.00311,9905731.16553996,0.00331,1562720257,0.00321,0.00349,150,252,0.00312
171,71,1.00857,0.99916,330596.22679866,1.002,1562720257,1.002,1.00356,263,177,1.00499
172,221,214,200.69,823.45152144,206.191,1562720257,204.918,206.837,213,192,200.69
173,208,0.01661,0.0165,23534.38535536,0.01661,1562720257,0.01613,0.01799,32,75,0.0165
174,215,1.005,0.998,24062.07138084,0.998,1562720257,0.99801,1.00609,65,23,0.999
175,67,318.021,303.307,3891.32010761,312.317,1562720257,311.732,312.317,971,760,311.075
176,175,0.29453,0.287,11517.40493608,0.29225,1562720257,0.28944,0.29199,48,79,0.293
177,112,1.66699,1.472,9683.07223111,1.52799,1562720287,1.49324,1.523,146,126,1.51
178,179,1.00098,0.996,28597.62417696,0.99701,1562720287,0.999,1.00097,46,37,1
179,238,0.01799,0.01533,237952.18729116,0.0167,1562720287,0.01652,0.01767,55,288,0.01734
180,1,12893.543,12113.347,1550.68599215,12852.048,1562720287,12856.245,12865.409,3884,1545,12269.77
181,2,124.238,118,4188.95659853,119.827,1562720287,119.491,119.695,481,866,122.654
182,178,0.035,0.03364,6261627.48229469,0.03445,1562720287,0.0344,0.03466,235,306,0.0342
183,226,1,0.99,1134.75805384,1,1562720287,0.99,0.99999,46,26,0.996
184,160,428,410.112,615.69033149,419.248,1562720287,417.703,418.995,185,226,416.443
185,106,106.965,98.552,552.39928588,99.594,1562720287,100.681,101.351,159,221,105.733
186,94,8.128,7.76701,7224.56746922,7.915,1562720287,7.87001,7.933,145,341,7.99953
187,38,0.01355,0.0124,1616082.48204574,0.01331,1562720287,0.0132,0.01347,135,430,0.01297
188,162,0.08079,0.07717,1857574.49292904,0.07777,1562720287,0.07784,0.07856,250,712,0.08006
189,140,0.302,0.29,147485.26697668,0.299,1562720287,0.298,0.299,83,258,0.298
190,48,0.40662,0.39004,569086.68806395,0.39673,1562720287,0.39673,0.397,443,1557,0.4032
191,138,9.987,9.0612,3037.98378027,9.0612,1562720287,9.13701,9.39298,91,206,9.537
192,139,0.00344,0.00311,9905731.16553996,0.00331,1562720287,0.00321,0.00349,150,252,0.00312
193,71,1.00857,0.99916,330596.22679866,1.002,1562720287,1.002,1.00356,264,177,1.00499
194,221,214,200.69,823.45152144,206.191,1562720287,205.06,206.837,216,193,200.69
195,208,0.01661,0.0165,23534.38535536,0.01661,1562720287,0.01613,0.01799,32,75,0.0165
196,215,1.005,0.998,24062.07138084,0.998,1562720287,0.99801,1.00609,66,23,0.999
197,67,318.021,303.307,3891.32010761,312.317,1562720287,311.729,312.221,971,758,311.075
198,175,0.29453,0.287,11517.40493608,0.29225,1562720287,0.28944,0.29195,48,78,0.293
199,112,1.66699,1.472,9683.07223111,1.52799,1562720317,1.491,1.52808,145,127,1.51
