id,foreignId,high,low,Volume,last,unixTimestamp,bid,ask,openBuys,openSells,prevDay
239,90,0.00613,0.00581073,12440.99322673,0.00586,1562720164,0.00583845,0.00586,100,417,0.00603907
240,105,0.057,0.0554,1709.09918094,0.0557,1562720164,0.05560002,0.05572206,550,609,0.05596978
241,9,0.51469952,0.49993916,172.02010386,0.50399426,1562720164,0.50301637,0.50579269,110,505,0.51469952
242,38,0.00004396,0.00003953,1737748.66810462,0.00004286,1562720164,0.00004275,0.00004292,156,444,0.00004089
243,160,1.35852741,1.3341774,213.0454115,1.34,1562720164,1.34,1.34274898,267,411,1.34061457
244,94,0.02581801,0.025,4081.05966781,0.02536447,1562720164,0.025322,0.02552815,137,596,0.02548096
245,162,0.00025699,0.00024972,2060858.07425782,0.00024996,1562720164,0.00024955,0.00024996,296,1132,0.00025639
246,126,0.00030001,0.00028813,113568.35098704,0.00028957,1562720164,0.00028979,0.00029244,76,400,0.00030001
247,190,0.00000722,0.00000695,112426.75422935,0.00000712,1562720164,0.0000071,0.00000722,30,194,0.00000697
248,221,0.67709244,0.649,139.66181395,0.66653092,1562720164,0.65875582,0.66362614,129,185,0.658
249,106,0.33842722,0.32210511,268.18305761,0.32496372,1562720164,0.32326827,0.32452291,199,385,0.3380194
250,137,0.0026,0.00233,5102.46401882,0.0026,1562720164,0.00242022,0.00265001,95,114,0.0024
251,173,0.00007298,0.00006989,3084.13646832,0.00007298,1562720164,0.00006994,0.00007885,17,241,0.0000726
252,156,0.00812266,0.00785796,7865.70537342,0.00794467,1562720164,0.00791289,0.00800924,90,257,0.00812266
